"","X[[i]]"
"479",0.423808047616096
"480",0.424604129208259
"481",0.41740219480439
"482",0.4200806001612
"483",0.429417818835638
"484",0.43478206956414
"485",0.422639965279932
"486",0.435798871597744
"487",0.432758385516772
"488",0.421707483414967
"489",0.424564449128898
"490",0.431002542005083
"491",0.418939797879596
"492",0.423919647839296
"493",0.431310062620126
"494",0.433916547833096
"495",0.441413602827207
"496",0.43239878479757
"497",0.434419988839978
"498",0.423537727075455
"499",0.419175398350798
"500",0.427597495194991
"501",0.434308388616777
"502",0.433596627193255
"503",0.412610825221651
"504",0.420472440944883
"505",0.436379192758386
"506",0.425682931365863
"507",0.407355694711389
"508",0.421466922933846
"509",0.418148676297353
"510",0.425680451360904
"511",0.44262384524769
"512",0.433757827515655
"513",0.438943517887037
"514",0.42253828507657
"515",0.418590117180235
"516",0.437745675491352
"517",0.440922561845124
"518",0.427971975943952
"519",0.423061566123133
"520",0.425950771901544
"521",0.414242668485337
"522",0.428351416702834
"523",0.443219046438094
"524",0.427803335606671
"525",0.425682931365862
"526",0.423964287928577
"527",0.432190464380929
"528",0.434481988963978
"529",0.43974207948416
"530",0.436215512431025
"531",0.410029140058281
"532",0.422243164486329
"533",0.428264616529234
"534",0.425668051336103
"535",0.435932791865583
"536",0.427086614173228
"537",0.414736189472379
"538",0.422163804327608
"539",0.430233740467481
"540",0.430757021514043
"541",0.440357120714242
"542",0.417538595077191
"543",0.428177816355632
"544",0.435907991815984
"545",0.430957901915803
"546",0.427582615165231
"547",0.425546531093063
"548",0.421729803459607
"549",0.420713001426003
"550",0.438782317564637
"551",0.42732965465931
"552",0.445942091884185
"553",0.424946369892741
"554",0.43225246450493
"555",0.444220968441939
"556",0.423830367660736
"557",0.429596379192758
"558",0.431610143220287
"559",0.435955111910224
"560",0.441604563209126
"561",0.442884245768493
"562",0.423128526257052
"563",0.427227974455949
"564",0.434357988715977
"565",0.42734949469899
"566",0.428549817099633
"567",0.432738545477091
"568",0.424227168454338
"569",0.428554777109554
"570",0.421375162750326
"571",0.438856717713435
"572",0.434045508091016
"573",0.433266786533574
"574",0.423210366420733
"575",0.428730857461716
"576",0.439719759439519
"577",0.424222208444417
"578",0.427877735755473
"579",0.437053754107509
"580",0.440248000496001
"581",0.432681505363011
"582",0.418890197780396
"583",0.429271498542998
"584",0.441594643189286
"585",0.437864715729432
"586",0.425348130696263
"587",0.43750263500527
"588",0.421119722239445
"589",0.424544609089219
"590",0.429836939673879
"591",0.427967015934033
"592",0.430265980531961
"593",0.438581437162874
"594",0.423552607105214
"595",0.430774381548764
"596",0.420226920453841
"597",0.421273482546966
"598",0.435655031310063
"599",0.431047182094364
"600",0.430593341186683
"601",0.426895653791307
"602",0.430764461528923
"603",0.422972285944573
"604",0.431734143468287
"605",0.423076446152893
"606",0.436012152024304
"607",0.448518817037636
"608",0.428668857337715
"609",0.428527497054993
"610",0.431210862421725
"611",0.425816851633704
"612",0.428745737491474
"613",0.428061256122512
"614",0.437554715109431
"615",0.426955173910349
"616",0.416561473122947
"617",0.417600595201191
"618",0.433809907619815
"619",0.439821439642881
"620",0.435347510695022
"621",0.426109492218986
"622",0.43734639469279
"623",0.440310000620001
"624",0.423376526753053
"625",0.41749891499783
"626",0.433405666811334
"627",0.431166222332444
"628",0.437579515159032
"629",0.424552049104099
"630",0.430868621737243
"631",0.429345898691797
"632",0.421729803459608
"633",0.428148056296113
"634",0.429841899683801
"635",0.441954243908488
"636",0.43248806497613
"637",0.435151590303181
"638",0.419701159402318
"639",0.431560543121087
"640",0.433713187426375
"641",0.424088288176577
"642",0.432807985615971
"643",0.42485460970922
"644",0.435697191394383
"645",0.426697253394507
"646",0.43247318494637
"647",0.423061566123133
"648",0.427652055304111
"649",0.420244280488561
"650",0.427208134416269
"651",0.437713435426871
"652",0.417999875999752
"653",0.438097836195674
"654",0.434248868497738
"655",0.426818773637548
"656",0.427091574183149
"657",0.43012958025916
"658",0.414029388058776
"659",0.425196850393702
"660",0.423589807179614
"661",0.430491660983322
"662",0.420053320106641
"663",0.424519809039618
"664",0.425643251286502
"665",0.434149668299338
"666",0.428837497674995
"667",0.431964783929568
"668",0.439325438650878
"669",0.416427552855106
"670",0.415485150970302
"671",0.441039122078245
"672",0.426211172422345
"673",0.413982267964536
"674",0.431488622977245
"675",0.422141484282969
"676",0.436892553785109
"677",0.450718581437165
"678",0.42743381486763
"679",0.44713745427491
"680",0.419403558807117
"681",0.428371256742514
"682",0.416926033852068
"683",0.447983135966273
"684",0.424529729059459
"685",0.417841155682312
"686",0.424170128340257
"687",0.43245830491661
"688",0.421618203236407
"689",0.423532767065534
"690",0.423009486018972
"691",0.426479012958026
"692",0.428403496806994
"693",0.434556389112779
"694",0.431416702833406
"695",0.428502697005393
"696",0.429665819331638
"697",0.435568231136462
"698",0.42493148986298
"699",0.422768925537851
"700",0.431310062620126
"701",0.443499286998575
"702",0.444243288486578
"703",0.424175088350177
"704",0.429742699485399
"705",0.421774443548889
"706",0.434836629673261
"707",0.422639965279931
"708",0.422674685349371
"709",0.435245830491661
"710",0.446113212226425
"711",0.42981213962428
"712",0.437033914067828
"713",0.430801661603324
"714",0.427808295616591
"715",0.426813813627628
"716",0.439283278566557
"717",0.421868683737369
"718",0.423555087110175
"719",0.434863909727821
"720",0.418121396242792
"721",0.448340256680514
"722",0.42730485460971
"723",0.422716845433691
"724",0.441582243164487
"725",0.425410130820263
"726",0.440267840535681
"727",0.432815425630852
"728",0.431486142972287
"729",0.427969495938992
"730",0.436128712257424
"731",0.430414780829561
"732",0.429283898567797
"733",0.433430466860933
"734",0.441964163928328
"735",0.422307644615289
"736",0.420442680885363
"737",0.419299398598797
"738",0.423753487506976
"739",0.424740529481059
"740",0.403600967201935
"741",0.423483166966335
"742",0.427649575299151
"743",0.433336226672453
"744",0.443987847975696
"745",0.429901419802839
"746",0.418674437348876
"747",0.425278690557382
"748",0.440044640089282
"749",0.445126170252341
"750",0.428544857089715
"751",0.430097340194681
"752",0.431545663091326
"753",0.432165664331329
"754",0.434990389980781
"755",0.43271622543245
"756",0.435682311364624
"757",0.428500217000434
"758",0.413230826461653
"759",0.41494946989894
"760",0.433219666439333
"761",0.433083266166532
"762",0.415462830925661
"763",0.427523095046191
"764",0.44470952941906
"765",0.431151342302685
"766",0.431019902039804
"767",0.422265484530969
"768",0.430712381424762
"769",0.433175026350054
"770",0.41970363940728
"771",0.437934155868311
"772",0.425410130820262
"773",0.429804699609399
"774",0.439077438154876
"775",0.425663091326182
"776",0.433827267654536
"777",0.423971727943458
"778",0.417176514353029
"779",0.430687581375163
"780",0.427949655899313
"781",0.425960691921384
"782",0.421506603013206
"783",0.423778287556576
"784",0.438050716101432
"785",0.431684543369088
"786",0.430873581747164
"787",0.42759005518011
"788",0.425206770413542
"789",0.43244838489677
"790",0.431044702089405
"791",0.425253890507781
"792",0.418860437720876
"793",0.425685411370824
"794",0.420906441812883
"795",0.435662471324944
"796",0.424309008618017
"797",0.428071176142352
"798",0.421194122388245
"799",0.429804699609398
"800",0.42480252960506
"801",0.421987723975448
"802",0.441066402132805
"803",0.43266414532829
"804",0.425432450864902
"805",0.425127410254821
"806",0.428601897203794
"807",0.434447268894538
"808",0.432559985119969
"809",0.418024676049352
"810",0.4351193502387
"811",0.419649079298158
"812",0.428386136772273
"813",0.432359104718208
"814",0.434638229276458
"815",0.421886043772088
"816",0.431153822307645
"817",0.420522041044082
"818",0.419224998449997
"819",0.426965093930188
"820",0.427949655899311
"821",0.426593093186187
"822",0.424294128588257
"823",0.441579763159528
"824",0.421335482670966
"825",0.433442866885735
"826",0.425675491350982
"827",0.440381920763842
"828",0.419549879099758
"829",0.429286378572756
"830",0.430320540641082
"831",0.444736809473621
"832",0.451088102176207
"833",0.42998573997148
"834",0.429087978175956
"835",0.430600781201562
"836",0.433519747039494
"837",0.417441874883751
"838",0.432249984499969
"839",0.436051832103664
"840",0.413144026288053
"841",0.437038874077747
"842",0.427185814371629
"843",0.443112406224813
"844",0.426263252526506
"845",0.445604811209623
"846",0.424462768925538
"847",0.425596131192264
"848",0.426607973215947
"849",0.435734391468783
"850",0.424194928389856
"851",0.413287866575734
"852",0.419954119908241
"853",0.431096782193565
"854",0.420217000434001
"855",0.420412920825842
"856",0.445155930311861
"857",0.43252526505053
"858",0.42481740963482
"859",0.422067084134168
"860",0.43255998511997
"861",0.431215822431644
"862",0.430667741335482
"863",0.423619567239134
"864",0.419978919957841
"865",0.436929753859508
"866",0.424752929505859
"867",0.431359662719326
"868",0.439094798189597
"869",0.411628743257487
"870",0.425181970363941
"871",0.429616219232439
"872",0.435699671399343
"873",0.432676545353092
"874",0.431761423522848
"875",0.427932295864593
"876",0.437443114886231
"877",0.437854795709591
"878",0.426932853865708
"879",0.443305846611693
"880",0.427339574679149
"881",0.440438960877922
"882",0.422019964039928
"883",0.424251968503937
"884",0.414012028024056
"885",0.431178622357245
"886",0.431488622977246
"887",0.431615103230207
"888",0.43265422530845
"889",0.429504619009239
"890",0.427922375844752
"891",0.434179428358857
"892",0.433574307148615
"893",0.429965899931801
"894",0.431597743195486
"895",0.437078554157109
"896",0.424713249426499
"897",0.436666873333747
"898",0.417967635935271
"899",0.415004030008061
"900",0.43267158534317
"901",0.446604253208508
"902",0.42512741025482
"903",0.435216070432141
"904",0.429085498170997
"905",0.42735941471883
"906",0.435699671399342
"907",0.431617583235167
"908",0.424214768429538
"909",0.425221650443301
"910",0.42990885981772
"911",0.428723417446834
"912",0.41987723975448
"913",0.427535495070989
"914",0.425377890755781
"915",0.420231880463761
"916",0.428224936449873
"917",0.416687953375908
"918",0.433289106578213
"919",0.435424390848781
"920",0.4299038998078
"921",0.433566867133734
"922",0.43229958459917
"923",0.423574927149854
"924",0.423929567859135
"925",0.437395994791989
"926",0.438102796205593
"927",0.430925661851323
"928",0.414232748465497
"929",0.426513733027466
"930",0.432636865273731
"931",0.428750697501395
"932",0.421895963791927
"933",0.436602393204787
"934",0.439238638477277
"935",0.421020522041043
"936",0.428849897699795
"937",0.434625829251658
"938",0.436629673259346
"939",0.418379316758634
"940",0.419202678405358
"941",0.422751565503131
"942",0.424946369892741
"943",0.436562713125427
"944",0.445535371070743
"945",0.424229648459298
"946",0.444744249488499
"947",0.432540145080291
"948",0.437200074400149
"949",0.426605493210986
"950",0.42251100502201
"951",0.428636617273234
"952",0.444831049662099
"953",0.434509269018539
"954",0.415943951887904
"955",0.423946927893856
"956",0.429881579763159
"957",0.426838613677228
"958",0.419100998201997
"959",0.430662781325563
"960",0.43486638973278
"961",0.42738669477339
"962",0.423381486762973
"963",0.42980965961932
"964",0.426994853989709
"965",0.433889267778536
"966",0.43004526009052
"967",0.432366544733089
"968",0.419267158534317
"969",0.416588753177507
"970",0.425053010106021
"971",0.441592163184327
"972",0.423448446896894
"973",0.419086118172237
"974",0.430585901171803
"975",0.434615909231819
"976",0.428391096782193
"977",0.433398226796453
"978",0.438308636617275
"979",0.414480748961498
"980",0.424410688821379
"981",0.429179738359477
"982",0.416360592721186
"983",0.416410192820386
"984",0.422295244590489
"985",0.424294128588259
"986",0.4247876495753
"987",0.438249116498234
"988",0.433192386384773
"989",0.420735321470643
"990",0.424147808295617
"991",0.431191022382046
"992",0.449270258540517
"993",0.435253270506542
"994",0.427235414470829
"995",0.436661913323827
"996",0.443918407836817
"997",0.438874077748155
"998",0.431257982515966
"999",0.425886291772584
"1000",0.425194370388741
