"","sp.value","n.fl.value","h.value","density.value","con.density.value","het.density.value","s.value","cluster.value"
"48",-0.00481278664218661,-0.0118966339254545,-0.00831529945209576,-0.001581081900207,0.00176302485261016,-0.00661017171310221,-0.00652247608988771,-0.00520437073808044
"49",-0.00339971299099401,-0.0100551483332704,-0.00514344186636666,-0.00512672496393952,-0.00457653600710516,0.00200572548760697,-0.00285497907745716,-0.00567235509694009
"50",-0.00627954241991594,-0.0130059670578627,-0.0124885730151848,-0.00183883647909316,-0.00321567244272083,0.00170643983079586,0.00167192054372115,-0.00594850031898458
"51",-0.00417610979385431,-0.0100010053650923,-0.0104555907005185,-0.00725615082409108,-0.00788159599576215,-0.00883843599304194,-0.0102891028721225,-0.0082461516981696
"52",-0.00538789344467493,-0.00437270452813582,-0.00832423729575205,0.0029330919799858,0.00101110422617292,0.00221759792843386,-0.00235601435824265,-0.00145492312053997
"53",-0.00552488038843351,-0.00533847879176239,-0.0107375158901946,-0.00852680761345829,-0.00489279216580591,-0.0028596929233969,-0.00324071616010873,-0.00131313939665992
"54",-0.00241475946100267,-0.00277949113282916,0.00259979705629452,-0.00640836273464518,-0.00582471992258047,-0.00626449125847804,-0.00748228480888941,-0.00721861861003151
"55",-0.00514011418430956,-0.00484924059449759,-0.00678355644559252,-0.00720622175034836,-0.0044238462706955,-0.00976720915022525,-0.010160312178747,-0.00838890903694916
"56",-0.00570384647496477,-0.00594634885647485,-0.0028249940630941,-0.00855909814584153,-0.0111035111372411,-0.00613046946656358,0.00827436642769908,-0.0053890571988241
"57",-0.00341180084966322,-0.00604818525563638,0.010745610656641,-0.00432184809074405,-0.0117716648876609,-0.00433592518402578,-0.00682843771693079,-0.00569360144287221
"58",-0.00288418531060285,-0.0102403042241202,-0.00761449315014723,-0.0004185249497739,0.0068519457948614,-0.00720744315373233,-0.00608429864011129,-0.00370879703703273
"59",-0.00497102464541932,-0.0100653888824161,-0.00727545853117973,-0.00916685080527954,-0.00101249598724012,-0.0026624857577023,0.00108035569348481,-0.00582004076362864
"60",-0.00696816156975037,-0.0107628182434551,-0.00666421456645265,-0.00896545688346079,-0.00782756718120362,-0.00408812970291578,-0.00696830154735836,-0.00709685721985763
"61",-0.009710426674159,-0.0080846649125055,-0.00949010601463271,-0.0148925580932875,-0.0116893979097723,-0.0112789731582537,-0.0102890821430236,-0.00929041638593275
"62",-0.006799846544755,-0.00631693917299958,-0.0109272483384709,-0.00609003377451687,-0.00539176675643288,-0.00553362819185862,-0.00695405833774009,-0.00493071504418625
"63",-0.0035509852647306,-0.00388250653519616,-0.00795334035669536,-0.00463524977485017,-0.00962478546382912,-0.00455329944132275,-0.00079771399319387,-0.00468947775400111
"64",-0.00919301289390214,-0.0111958494601891,-0.00839805162016824,-0.00379724284051631,-0.0111731436642051,-0.00323150496451925,-0.0065581884551139,-0.00368107783456331
"65",-0.00878623654175018,-0.00761448968427134,-0.0116029367623457,-0.00603175750972471,-0.00285831388206718,-0.00343673689173664,-0.0118549457216231,-0.00714095509533097
"66",-0.00590432397000344,-0.00663003924957737,-0.00569035175297482,-0.00467418415623627,-0.00729027657809088,-0.0106929015146484,-0.00988850686041941,-0.00775771945906201
"67",-0.00692394754475923,-0.008665559131759,-0.00695386096807624,-0.00823109706756645,-0.00773390416673107,-0.00977672328236973,-0.00537675858314623,-0.00854338691119154
"68",-0.00634548495416187,-0.0108668336884851,-0.00653840228637387,-0.00847790395882823,-0.00297120357836737,-0.00827772839303365,-0.010847374205683,-0.00841370281545767
"69",-0.0046027328253803,-0.0093239812501142,0.00159030690535226,-0.00377927794875993,-0.00704807847072103,-0.00199841491167382,-0.010203488926346,-0.00351721738533298
"70",-0.00562284162822293,-0.00478023861987183,-0.00591617756405389,-0.00557687229549791,-0.00173411520595341,-0.00844244557090981,-0.00712136289113211,-0.00543977059278759
"71",-0.00494861120090772,-0.0123056372660851,-0.00544142706459166,-0.00959804198850085,-0.00158946527067535,-0.00721582698532577,-0.00460373492451539,-0.0036509302413836
"72",-0.00362289843871689,-0.00403017319049705,0.000189915969952577,-0.00590643384506367,-0.00205441401692059,0.00825628714535378,-0.0101447634968883,-0.00860514477326299
"73",-0.00622202839393282,-0.00574197535011157,-0.00555704086769723,-0.00747729833905272,-0.00900963230177186,-0.00642269258508908,-0.00694502668440323,-0.00263177685368577
"74",-0.0046010984664862,-0.00257761140747933,-0.00834620113853753,-0.00604763450840674,-0.0035766689805673,-0.00328329075152495,-0.00548568736190528,-0.00558796280410717
"75",-0.00255275109400526,0.00144864244202554,0.00699852410587797,-0.00364395627579351,-0.00590695898554083,-0.0063749135077285,-0.0100718126350825,-0.0067213318172877
"76",-0.00723921758490923,-0.0113714492378677,-0.00679617290050107,-0.00302655533073104,0.000725710527140211,-0.00691804240132368,-0.00785057809085387,-0.00559246800716303
"77",-0.00545341539052578,-0.00168819866972292,-0.00092525423634026,-0.00675638820908548,0.000511280420510281,-0.00995132373808624,-0.00702996833911824,-0.00682682985116218
"78",-0.00135564897167381,0.00300092566528451,-0.00501703182560278,-0.00541520653517672,-0.00409882401232594,-0.00457257352930634,-0.00721749230281184,-0.00513594375268723
"79",-0.00501209473843475,-0.00186245433811757,-0.00409554524362606,-0.00689045957649832,-0.0097962683095577,-0.00124524021966212,-0.00548173625043286,-0.00247477457471043
"80",-0.00608803876879644,-0.00833760011131508,-0.0113169434335356,-0.00712361639689831,-0.00973028597505751,-0.00702082530898007,-0.00760993308351653,-0.00531132339818823
"81",-0.00403168019609631,-0.0037232687472961,8.65777876265263e-05,-0.00550921734863402,-0.0097002041788671,-0.00336368074804884,-0.00576597265086681,-0.00475121571221385
"82",-0.0058836155711477,-0.00288832440146497,-0.000554048906086761,-0.00689595641219582,-0.00716898232822116,-0.0138124720641514,-0.00535062800295233,-0.00783251649948166
"83",-0.00847703449397464,-0.0129162790578436,-0.0118174083309386,-0.00979552015969957,-0.0105854746036632,-0.00634190125118937,-0.00930527553718439,-0.00244138013509506
"84",-0.00796029760743676,-0.00786070422618032,-0.007330265032908,-0.0117366965328511,-0.00460361477159372,-0.00658133080651076,-0.00957737327345421,-0.00550958711906463
"85",-0.00497121019738176,-0.007758407257965,-0.00539632998616419,-0.00356586212476382,-0.00223656791291263,-0.00583298179942893,-0.00729359135068794,-0.00664003116457427
"86",-0.00627028333941657,-0.00240171932470227,-0.00838349724018012,-0.0142432041541831,-0.0154808606079332,-0.0102629350029795,-0.00913237478219114,-0.00689359402771097
"87",-0.00674964783237253,-0.0071034806228681,-0.00536184287208984,-0.0109850502757995,-0.0103323447751277,-0.00495963785721812,-0.0107909922822923,-0.00959091580408038
"88",-0.00736072230960659,-0.00699145505000889,-0.00916437992806968,0.00665884497374995,-0.00222608029035415,-0.00156114048227526,-0.00396472401172483,-0.00830880875545162
"89",-0.00534653423109677,-0.00600039473005846,-0.0131796109650108,0.017268883332813,0.0026342931777303,0.00270194470949176,0.0127847120520783,-0.0072121187391409
"90",-0.00445598813057329,-0.00989959769299542,-0.00576933024373968,-0.0049646033856421,-0.00347446768743756,-0.00559504159726631,-0.00447621034941313,-0.00730217016269071
"91",-0.00552096079222929,-0.0105877440873523,-0.00859500378237807,0.00128450817259568,-0.00973420383369592,-0.00399445380499889,0.000132751659810388,-0.00913379349843489
"92",-0.00439116150265304,-0.0112193166104296,-0.00260743821723973,-0.0080906667068503,-0.0101110633559252,-0.00606734125814149,-0.00354430598583014,-0.00475504624959328
"93",-0.00562758053980643,-0.00659761015710268,-0.00582943614532867,-0.00986878527337186,-0.00854365596034216,-0.00843846169070633,-0.00496242337514517,-0.00718173909499537
"94",-0.00622710133961525,0.00232621290761197,-0.00416303529734937,-0.00600441984286019,-0.0100861315021233,-0.0064323636262529,-0.00518448583761685,-0.00744318878079571
"95",-0.00832318922857335,-0.00673570516109623,-0.0101868815281515,-0.00818138696524308,-0.00741480730671725,-0.0128463734617688,-0.00588895928508091,-0.0046595732838387
"96",-0.00610318971856439,-0.010092974847322,-0.0069730371973974,-0.00834340161992233,-0.000409493713018755,-0.00193872778448852,-0.0101930979449549,-0.00993212964639614
"97",-0.00802868695687619,-0.0104744099175678,-0.00888794593584725,-0.00549353128236271,-0.0115084988286868,0.000651328119796007,-0.00495716648333199,-0.00442638930800502
"98",-0.00421100044009196,-0.00832065280757065,-0.00308462096256197,-0.0100089067801533,-0.00602334801697519,-0.0134802635552874,-0.00506165922614153,-0.00872306609731533
"99",-0.00581330133046557,-0.008848873437805,-0.00995976623298095,-0.00386151256887688,-0.000669972041467611,-0.0112088178205374,-0.00991189673298457,-0.00786440070514514
"100",-0.00285513593416136,-0.0123709054790944,0.00177175045162264,-0.00146498469878005,-0.00826271017480358,0.00180853695221128,-0.00484928485496,-0.00292403544214988
"101",-0.006406469224325,-0.00743041102825586,-0.00581386279325483,-0.00748326561336665,-0.00634212267640953,-0.0125134147304043,-0.0130410838675267,-0.0047757483842832
"102",-0.00245489468251312,-0.00396065373381342,-0.00357610453182933,-0.00901229039466863,-0.00602162067654882,-0.00601815671248231,-0.00879386028570147,-0.0101026409108127
"103",-0.00583946825359098,-0.00611786653372857,-0.00976073918146681,-0.00760812105363512,0.0010228550989724,-0.00706166099506843,-0.0070948028133086,-0.00585561107630455
"104",-0.00742727987131537,-0.00839040342624548,-0.0111279693984513,0.00725985497538641,0.00240315832984617,0.00283467873135348,-0.00205227882290688,-0.00545958419219257
"105",-0.00742807287399248,-0.00798828527653102,-0.00711543244415578,-0.00750338464646413,-0.0127385310946712,-0.00948253510238612,-0.00718713738228001,-0.00564318891680118
"106",0.000353852566780315,-0.00775647808102479,0.00156889171840113,-0.0141814689285763,-0.0115683329971355,-0.0100282787568858,-0.0147069086224835,-0.00729459815228471
"107",-0.00633289138021453,-0.00725951258181303,-0.00877635762910962,-0.00437035334931989,-0.00885731538362304,0.0135881029480961,-0.0153758493416827,-0.0047808176416506
"108",-0.0054556029908392,-0.00883949323907628,-0.00762288605321781,-0.00578617480022668,-0.00982960272083718,-0.00786178332269048,-0.00790780939270994,-0.00646498383426088
"109",-0.00844789298582552,-0.00420150251535285,-0.010541787769612,-0.00608488907323051,-0.00935323549215011,-0.00532808272667834,-0.00956351343900883,-0.00974984166176959
"110",-0.00490980338717513,-0.0142140722500905,-0.0102389869942277,-0.00774590478633425,-0.00128188846728118,-0.00125527962044728,-0.00992691624165026,-0.0070094010178856
"111",-0.00318514626260024,-0.00140835883579382,-0.00859809719199057,-0.00592696655574991,-0.00732681286514672,-0.0132536295349581,-0.009023882405359,-0.00842702477501677
"112",-0.00632337141965201,-0.00568685108147122,-0.00904166022847933,-0.00671993124720143,-0.00716614669109045,-0.00619911532131338,-0.00313691739306375,-0.0078632048210165
"113",-0.00335553149665888,-0.0020656843955715,-0.00415638809593115,-0.0101208505011438,-0.0133912654277798,-0.0103422512447128,-0.000895439880249219,-0.00659132847045676
"114",-0.00399961343612363,-0.0126101337202511,-0.00641367237352453,-0.0116270465736708,-0.0115748843655707,-0.0126535405468698,-0.0120792825986559,-0.0057522884512597
"115",-0.00622775542229896,-0.00309714498523606,-0.00364397470769598,5.59927830755021e-05,-0.011490491600811,0.00926639962798045,0.00846280017436158,-0.00106271290718783
"116",-0.00599700530548013,-0.00886072100630297,-0.00812025515719154,-0.000481319824890296,-0.00102551594342938,-0.00391568651504732,-0.00212395453085343,-0.00620562029998975
"117",-0.00524446678228099,-0.00983040651482244,-0.00692103865292044,-0.00789422227501637,-0.00863312501925294,-0.000933536516188285,-0.00981683233886297,-0.00727993789554767
"118",-0.00870428107491369,-0.0060811874654153,-0.0125573182913574,0.00303376306868635,0.00414733348152913,-0.00589306252289691,0.00148286016648828,-0.00593517322212656
"119",-0.00720074234777719,-0.00407771192999036,-0.00798564381456443,-0.00621365402640156,-0.00649371698023591,-0.00414502585623088,-0.00891763007874017,-0.007546437922692
"120",-0.00670191858612965,-0.00391165744231886,-0.00779669188570117,-0.00512118668907431,-0.00546699795992098,-0.000589027718373041,-0.00864750890456774,-0.00571552028048897
"121",-0.0079992344967472,-0.00429237088478844,-0.00990730911927292,-0.00668190428928766,-0.00486886378148987,-0.00469261674036217,-0.00364030270466438,-0.00727693532640549
"122",-0.00328730478329759,-0.0137861763612119,-0.00313259312431469,-0.00903283639203636,-0.00838573756529895,-0.0104510994540396,-0.00748444796073454,-0.00915172542444137
"123",-0.00685863775438761,-0.0073498528099512,-0.00732783344247094,-0.00675896152791112,0.00310804180016492,-0.00964082684858574,-0.0025530312624169,-0.00442830935571778
"124",-0.00557395907009598,-0.00761185554073541,-0.00343712942601891,-0.00798692058440006,-0.0044904833072437,-0.00285466814336138,-0.009169428033929,-0.00590521402691017
"125",-0.00688671992606775,-0.0135818496155071,-0.00816501107463912,-0.0106305690010327,-0.0119268452451321,-0.00985659863003336,-0.00584708387866972,-0.00721902955973665
"126",-0.00877905142351348,-0.0115148561033505,-0.00985218784069166,0.00188121116328665,-0.00723171395301198,-0.0023907285071152,-0.0017075915771212,0.00250935804337879
"127",-0.00249867953201037,-0.00463855496062304,-0.00525737871439501,-0.00620763548662113,-4.48627837946015e-05,-0.00546538816756961,0.000707314280073905,-0.0075111003625261
"128",-0.00407129857536078,-0.00685369692342621,-0.005493613133592,-0.0109816452972005,-0.00877676295980249,-0.0121044013191348,-0.00790887245989541,-0.00693439297533552
"129",-0.00616631276661388,-0.00777152816195348,-0.00930043201466854,0.0114470628356613,-0.00136279667176574,0.00242592465262838,0.00566907776539074,-0.00639826344253981
"130",-0.00353388690164154,-0.00297945707842676,0.0106331132746742,-0.00434595236229371,-0.00318738393960134,-0.0115497164299812,-0.00121029889359429,-0.00564218047688666
"131",-0.00529871564146265,-0.00653485908254801,-0.0121076509155946,-0.00734717269397082,-0.00331738643849461,-0.00139266417731091,0.00590909276754823,-0.00393587263538639
"132",-0.00158265982539777,-0.00568975210751654,-0.00462365206470364,-0.00596545328594597,0.00650961817342174,-0.00256369016748648,-0.0057383665227475,-0.0102243398182589
"133",-0.00429520907615352,-0.00489242302588756,-0.00479545579656828,-0.00620312827650214,-0.00657605936227143,-0.00659460406667256,-0.0112007071061072,-0.00548252640169499
"134",-0.00780125661481126,-0.00662707560145034,-0.00980225381578235,-0.0102218053153734,-0.0115680130055573,-0.0105141410266816,-0.00259760934655028,-0.00895464485445622
"135",-0.00535771362028055,-0.00141181464317097,0.000371274707772745,-0.00245403578566292,-0.00336921771739222,-0.00739161047378504,-0.00316210064788703,-0.00288533992980015
"136",-0.00668746054148168,-0.0111679066451134,-0.0115704029342364,-0.0015957423913354,-0.0083692243207338,0.000124584827143901,-0.00121634176678036,-0.00621374991609737
"137",-0.00705066137329492,-0.00840392380185618,-0.0118703846635542,-0.00788722494902836,-0.0107502876214649,-0.00330342589212635,-0.00969988254198132,-0.00319591616695762
"138",-0.0085184964087044,-0.00295692673074886,-0.00932083369742569,-0.0119974917199199,-0.0116786491055505,-0.0111155074964738,-0.00836258285294626,-0.00823131237920443
"139",-0.00494012114551529,-0.00808873477775111,-0.00556227368900366,-0.00681421097199987,-0.0100698079526708,-0.00838588570506554,-0.00789177495127468,-0.00623371314055011
"140",-0.00664730560257499,-0.0078603768912543,-0.0101065953605312,-0.0044231132380166,-0.000796952540862761,-0.00668118130898715,-0.012728908726494,-0.0079480153269202
"141",-0.00379460783498667,-0.00640051857922927,-0.00377127680707613,-0.0127904345781915,-0.00523500937446721,-0.00521855529673236,-0.012484273751846,-0.00048234225116249
"142",-0.006954428913229,-0.0114059432878064,-0.00898563701728568,-0.00530762680597713,-0.00971256212474391,-0.00432514633119256,-0.00728192883545875,-0.00569515257851516
"143",-0.00741943227409561,-0.00814018215719908,-0.00796362678123668,-0.00588722615731986,-0.0104080430089184,-0.00949814006812472,-0.012395323550237,-0.00241290939567114
"144",-0.00492436335668634,-0.00340260429310673,-0.00868984000845376,-0.00818262232107153,-0.00725871782627143,-0.010135271943829,-0.00811633959964175,-0.00641207008533565
"145",-0.00524484097361363,-0.00908049647476898,-0.0085227531806787,-0.00900085509039353,-0.00804670535573215,-0.0105755290341338,-0.0061807583460996,-0.00860177381338656
"146",-0.00756764060692282,-0.00846665301848833,-0.00742733060879825,0.0101308116926507,0.0153849998261257,0.00330709627295642,0.00766773480077706,-0.00611882479332205
"147",-0.0061682226480718,-0.00773917190043253,-0.00797119746412392,-0.0106183556829539,-0.00958107892362558,-0.000454420542625375,-0.0107490124192266,-0.00654211744896221
"148",-0.0069780291579237,-0.00677281414131332,-0.000719524390484563,-0.00946875857634373,-0.00935226832600842,-0.007384320441449,-0.0102238489701587,-0.00235156298839394
"149",-0.00744369771897246,-0.00479502429907664,-0.00989126670326796,-0.00946899976325042,-0.00829092897886575,-0.00893702123529288,-0.0121364546775825,-0.00279995974281395
"150",-0.00533155607267091,-0.0100707972853611,-0.00563180705747651,-0.00730909499213818,0.0120851233623333,-0.00141143834842563,-0.0124550924835288,-0.0100977212076633
"151",-0.00945010024364006,-0.00996308713253262,-0.00804800025001704,-0.0118674831133308,-0.00852022803973507,-0.00452403312959016,-0.00259981350087616,-0.00492059088382869
"152",-0.00497831370409447,-0.00818331887148572,-0.00827974593656471,-0.0124877571984293,-0.00870043165029955,-0.00886635022958684,-0.00666284010260231,-0.00379551442516983
"153",-0.00507335139964611,-0.0125176112368043,-0.00860518834554771,-0.00800693989883133,-0.00710302199112881,-0.00786521788509082,-0.0130830975720183,-0.00527366146026881
"154",-0.00588458411260177,-0.0104895110937462,-0.0101057743127027,-0.00996560309284822,-0.0108647094939262,-0.00804246350060205,-0.0100890605490169,-0.0083497092256279
"155",-0.00357831766803648,-0.00423381421256367,-0.00505014739049234,0.00153166035018445,-0.00577394721418111,-0.0080609764438728,-0.00248860348159623,-0.00505539206239492
"156",-0.00782244316704194,-0.0031412602760845,-0.0104982867540236,-0.00573911702902562,-0.00614695198785195,-0.0142561471345022,-0.0124987390129445,-0.0107844253655807
"157",-0.00864471383577868,-0.0063084686826421,-0.00689993334683331,-0.00681438384376147,-0.00699093087912129,-0.00479838444775144,-0.00126348048310588,-0.00115015320382858
"158",-0.00608444740913029,0.0044593820127255,-0.00988241800996469,-0.00893303977778806,-0.0106568483404203,-0.0109888470234881,-0.00737697374900918,-0.00563930716955743
"159",-0.00647537370112559,-0.00949876140584368,-0.00748103159372871,-0.00698140227840495,-0.00357296921502307,-0.00252579701951871,-0.00271034541727879,-0.00718686929201648
"160",-0.00729022718941026,-0.0103683783041219,-0.0115381049453092,-0.0111458192668977,-0.00661471322359965,-0.0132243018213803,-0.00774807374190252,-0.00842485235359444
"161",-0.00582485606928042,-0.00908361044986913,-0.00793576902549274,-0.00787947860591687,-0.0125525323051422,-0.00728350086823998,-0.00686172435454266,-0.00685567465232632
"162",-0.00629064737729929,-0.00105624786022557,-0.00850268819475271,-0.00122564628672577,0.00276528826330366,-0.00851450152769546,-0.00342906459144841,-0.00776244505312097
"163",-0.00364641051314647,-0.00171975947597104,-0.0016877466390082,-0.00183175003387504,0.00622281855749443,-0.0111002677760717,0.0138365420294557,-0.00684791875160059
"164",-0.000656443889172924,0.00472860003922733,-0.00333707685356684,-0.00620581110960752,-0.00013323189450306,-0.0116170165043143,-0.00625207716969012,-0.00304757665493324
"165",-0.00433198195653884,-0.00072945099913064,0.00064086917416366,-0.00891750895680644,-0.0043839966859678,-0.0105908092375052,-0.00979377592005476,-0.00792428320830557
"166",-0.00906953013826155,0.00155353191914427,-0.00741914405822487,0.000880229144756749,0.00184675865192506,-0.0115597944025582,-0.000259948124561375,-0.0055912152067052
"167",-0.00817395480407662,-0.0104408006541599,-0.0136518451585661,-0.0066674876008875,-0.00874902428076434,-0.00995462786631962,-0.00890951712069866,-0.00822753444003305
"168",-0.00756889140485584,-0.00791526403842695,-0.00760920023565986,-0.00513949812541102,-0.00954179638948464,-0.0109407053430026,-0.00163166334969589,-0.00540361205310005
"169",-0.00490470868352423,-0.0101354966847711,0.000552920817259283,-0.0116408361120171,-0.0123462099215918,-0.0133039718750618,-0.00744882780796885,-0.00588994686122329
