4.23.2018,55,PP,V,1,ashmeadiella,ashmeadiella,,,,,,,,,,
4.23.2018,60,AS,V,,tiny,,,,,,,,,,,
4.23.2018,61,LT,V,1,sarcophagidae,sarcophaginae,blotchy tergites,,,,,,,,,
4.23.2018,65,EC,V,1,black and red beetle,collops,"red and black, different ",,,,,,,,,
4.23.2018,66,EC,V,,tiny,,,,,,,,,,,
4.23.2018,67,EC,V,,plant bug,,,,,,,,,,,
4.24.2018,70,PP,V,1,lasioglossum,lasioglossum,,,,,,,,,,
4.24.2018,70,PP,V,1,ashmeadiella,ashmeadiella,,smaller,,,,,,,,
4.24.2018,71,AS,V,,mythicomyiidae,,,,,,,,,,,
4.24.2018,77,PP,V,,parasitioid wasp,,,,,,,,,,,
4.24.2018,79,AS,V,,tinies,,,,,,,,,,,
4.24.2018,83,AS,V,,tinies,,,,,,,,,,,
4.24.2018,85,LT,V,1,megachilidae,megachile,,,,,,,,,,
4.24.2018,87,SC,V,1,diadasia,diadasia ,,,,,,,,,,
4.24.2018,88,SC,V,1,red abdomen bee,lasioglossum - red,red abdomen,,,,,,,,,
4.24.2018,90,EC,V,1,small black bee,hylaeus,2 stripes,,,,,,,,,
4.24.2018,91,EC,V,,tinies,,,,,,,,,,,
4.25.2018,101,LT,V,1,hesperapis,colletes,,,,,,,,,,
4.25.2018,104,EC,V,,tiny hemi/beet,tiny hemi/beet,,,,,,,,,,
4.25.2018,105,LT,V,1,hylaeus,hylaeus,,,,,,,,,,
4.25.2018,106,EC,V,1,silvery moth,silvery moth,,,,,,,,,,
4.25.2018,110,EC,V,,"small, round dark beetle",hemiptera,,,,,,,,,,
4.25.2018,111,EC,V,1,click beetle,click beetle,,,,,,,,,,
4.25.2018,112,SC,V,1,red abdomen bee,lasioglossum - red,,,,,,,,,,
4.25.2018,112,SC,V,2,ashmeadiella,ashmeadiella,,,,,,,,,,
4.25.2018,112,SC,V,"not from cactus, as voucher!",grey bombylid,grey bombylid,,,,,,,,,,
4.26.2018,126,SC,V,,beetle and fly,beetle and fly,,,,,,,,,,
4.27.2018,139,SC,V,1,lasioglossum,lasioglossum,,,,,,,,,,
4.27.2018,143,EC,V,1,hyleus,hylaeus,,,,,,,,,,
4.27.2018,147,EC,V,1,lasioglossum,lasioglossum,,,,,,,,,,
4.27.2018,153,EC,V,1,bombyliid,bombyliid,,,,,,,,,,
4.27.2018,156,SC,V,,ant?,ant?,,,,,,,,,,
4.27.2018,160,SD,V,1,osmia,osmia,,,,,,,,,,
4.28.2018,164,SC,V,1,anthomyiidae?,tachinid,,,,,,,,,,
4.28.2018,172,EC,V,1,bombyliid,bombyliid,,,,,,,,,,
4.28.2018,175,SC,V,1,ulididae?,omomyia,,,,,,,,,,
4.28.2018,180,SC,V,1,lasioglossum?,lasioglossum,,"small, label misdated. ",,,,,,,,
4.28.2018,187,EC,V,1,white abdomen,sciaridae,,similar to yellow abdomen fly - check to see if colour fades in alchol. Same shape!,,,,,,,,
4.28.2018,190,EC,V,1,black and red hemiptera,black and red hemiptera,,crossed,,,,,,,,
4.28.2018,191,EC,V,1,fly,muscidae?,,label misdated,,,,,,,,
4.28.2018,192,EC,V,1,tachinid,tachinid,,,,,,,,,,
4.28.2018,193,LT,V,1,bee,colletes,,less common - haven't seen before or after,,,,,,,,
4.28.2018,196,SC,V,1,megachild?,ashmeadiella,,,,,,,,,,
4.28.2018,196,SC,V,1,ashmeadiella,ashmeadiella,,,,,,,,,,
4.30.2018,198,SC,V,1,diadasa?,diadasia,ant on leg,"large, not quite as long as usual ",,,,,,,,
4.30.2018,208,PP,V,1,lasioglossum? ,lasioglossum?,,,,,,,,,,
4.30.2018,212,AS,V,1,diptera,diptera,,,,,,,,,,
4.30.2018,218,EC,V,1,tachinid,tachinid,,,,,,,,,,
4.30.2018,220,AS,V,1,tachinid,tachinid,,,,,,,,,,
4.30.2018,223,EC,V,,tiny flies,tiny flies,,,,,,,,,,
4.30.2018,230,EC,V,1,hylaeus,hylaeus,,,,,,,,,,
5.3.2018,239,EC,V,,mythicomyiidae,mythicomyiidae,,,,,,,,,,
5.3.2018,241,EC,V,1,orange/yellow bellied fly,sciaridae,,,,,,,,,,
5.3.2018,242,LT,V,1,bee,hesperapis,,"small, looks a lot like hesperapis. Maybe is female?",,,,,,,,
5.3.2018,245,AS,V,1,wasp,vespidae,,"long, black and yellow",,,,,,,,
5.3.2018,248,SC,V,2,ashmeadiella,ashmeadiella,,looked like one could be different than usual,,,,,,,,
5.3.2018,252,EC,V,1,lasioglossum? Small and black,lasioglossum,,new today,,,,,,,,
5.3.2018,253,SD,V,,hemiptera,miridae,,new today,,,,,,,,
5.3.2018,255,SD,V,1,fly,mythicomyiidae,,,,,,,,,,
5.3.2018,255,SD,V,,hemiptera,miridae,,,,,,,,,,
5.3.2018,256,SC,V,1,small diasdasia,diadasia,,wrong number I think - was labelled 266,,,,,,,,
5.4.2018,263,BW,V,1,tachinid,tachinid,,,,,,,,,,
5.4.2018,264,EC,V,1,silvery moth - spots on wings,silvery moth - spots on wings,,,,,,,,,,
5.4.2018,267,AS,V,1,hemiptera,hemiptera,,,,,,,,,,
5.4.2018,271,LT,V,1,syrphid,allograpta exotica,,new! Vertical marks near bottom of abdomen,,,,,,,,
5.4.2018,275,LT,V,2,colletes,colletes,,"grey hair, hair bands, same as photo. Face shaped as colletes - this is the vouchers for all colletes on larrea so far",,,,,,,,
5.4.2018,277,AS,V,1,lasioglossum,lasioglossum,,fuzzy/pale haired greenish one,,,,,,,,
5.4.2018,285,SC,V,1,diadasia,diadasia,,abdomen seems extra stripey,,,,,,,,
5.4.2018,285,SC,V,1,lasioglossum,lasioglossum - red,,,,,,,,,,
5.4.2018,285,SC,V,1,ashmeadiella,ashmeadiella,,all black,,,,,,,,
5.5.2018,287,AS,V,1,grey bombylid,grey bombylid,,"3 stripes, brian saw this one",,,,,,,,
5.5.2018,295,LT,V,1,large apidae! ,centris ,,"grey, fluffy, green eye, big scopa",,,,,,,,
5.5.2018,296,SC,V,2,ashmeadiella,ashmeadiella,,"one small, one reg",,,,,,,,
5.5.2018,301,BW,V,1,tachinid,tachinid,,,,,,,,,,
5.5.2018,301,BW,V,1,halictus?,lasioglossum - big,,,,,,,,,,
5.5.2018,303,SC,V,2,diadasia ,diadasia ,,,,,,,,,,
5.5.2018,305,BW,V,1,anthomyiidae?,sarcophaginae,,,,,,,,,,
5.5.2018,311,SC,V,1,diadasia,diadasia,has ant,smaller than usual,,,,,,,,
5.5.2018,311,SC,V,1,lasioglossum,lasioglossum,,,,,,,,,,
5.6.2018,312,SC,V,1,ashmeadiella,ashmeadiella,,small,,,,,,,,
5.6.2018,319,LT,V,1,syrphid,pseudodoros clavatus,,,,,,,,,,
5.6.2018,322,SC,V,2,diadasia,diadasia,,,,,,,,,,
5.6.2018,323,AS,V,1,beetle,striped beetle,,looks a bit like a cucumber beetle,,,,,,,,
5.6.2018,326,SC,V,1,black wasp,pompilidae,,walked into flower,,,,,,,,
5.6.2018,327,AS,V,1,ashmeadiella,ashmeadiella,,"different, red legs",,,,,,,,
5.6.2018,328,SC,V,1,diadasia,diadasia,,,,,,,,,,
5.7.2018,336,BW,V,1,moth,moth,,,,,,,,,,
5.7.2018,338,BW,V,1,flies,sarcophaginae,,,,,,,,,,
5.7.2018,338,BW,V,1,flies,tachinid,,,,,,,,,,
5.7.2018,338,BW,V,1,flies,sarcophaginae,,,,,,,,,,
5.7.2018,339,LT,V,1,bee,colletes,,looks like small colletes or big hesperapis,,,,,,,,
5.7.2018,341,SC,V,1,wasp,pompilidae,,,,,,,,,,
5.7.2018,344,AS,V,1,moth,moth,,,,,,,,,,
5.7.2018,342,AS,V,1,moth,moth,,,,,,,,,,
5.7.2018,355,BW,V,1,nectar wasp,Eumeninae -red,,,,,,,,,,
5.7.2018,356,SC,V,1,diadasia,diadasia,,,,,,,,,,
5.7.2018,359,SC,V,1,diadasia,diadasia,,,,,,,,,,
5.8.2018,361,AS,V,1,bombylid,bombylid,,with black and white ab,,,,,,,,
5.8.2018,366,LT,V,1,colletes,colletes,,larger colletes,,,,,,,,
5.8.2018,371,AS,V,1,bee,colletes,,small colletes/large hesperapis,,,,,,,,
4.24.2018,NA,SM,V,,stripey nectar wasp,Eumeninae -red,voucher only,nectar robbing wasp,,,,,,,,
5.5.2018,NA,LT,V,,centris?,centris,,blue eyed,"near 294, likely same species",,,,,,,
4.22.2018,not part,LT,V,NA,hesperapis,colletes - male,,,,,,,,,,
Date,WP,Species,,Quantity,nick,ID,morpho,Notes,,,,,,,,
